"ID","name","company","location","welfare","label","salaryMin","salaryMax","salaryMid","experience","education","companyType","companyLevel","companySize"
1,"数据分析师（电商）","未来集市","杭州·西溪","“电商独角兽、发展空间大，16-22薪”","电商 BI 数据分析","12","24","18","经验3-5年","本科","移动互联网","不需要融资","500-2000人"
2,"数据分析师","阿卡索外教网","深圳·国贸","“扁平管理，领导nice”","数据分析 数据运营","12","20","16","经验3-5年","本科","教育,移动互联网","C轮","2000人以上"
3,"数据分析","麦子金服","上海·浦东新…","“交通便利,领导好,水果提供,餐补”","数据运营","15","25","20","经验3-5年","本科","金融","A轮","500-2000人"
4,"数据分析师","mobike摩拜单车","北京·望京","“发展前景”","SQL BI 商业","15","25","20","经验3-5年","本科","汽车丨出行","D轮及以上","150-500人"
5,"数据分析师","杭州抖抖智能科技有限公司","杭州·西兴","“入职五险一金、双休、午餐、下午茶”","移动互联网 数据分析 SQL","6","10","8","经验1-3年","本科","移动互联网,金融","不需要融资","50-150人"
6,"数据分析","鹏开信息","深圳·车公庙","“交通方便，假期多，加班少”","金融 电商","10","15","12.5","经验1-3年","本科","移动互联网,信息安全","不需要融资","500-2000人"
7,"数据分析师","轻易贷","北京·海淀区","“弹性工作制 上市集团 最高16薪”","数据分析 BI 数据运营","12","20","16","经验1-3年","本科","金融","上市公司","2000人以上"
8,"数据分析师（消费品行业）","polosport服饰","杭州·仓前","“五险一金 带薪年假 餐补 扁平化组织”","电商 数据分析 数据运营 SPSS 商业","6","10","8","经验1-3年","不限","数据服务,移动互联网","不需要融资","50-150人"
9,"数据分析师","房价网","上海·张江","“平台好,待遇好,老板好,机会多”","BI 可视化 数据运营 数据分析","15","30","22.5","经验3-5年","本科","移动互联网,数据服务","B轮","50-150人"
10,"数据分析师","蛋壳公寓","北京·朝阳门","“年底双薪／弹性工作制”","BI 数据分析 数据运营","30","55","42.5","经验5-10年","本科","消费生活","C轮","2000人以上"
11,"数据分析","乐逗游戏","深圳·科技园","“领导好”","游戏","15","25","20","经验5-10年","本科","游戏","上市公司","500-2000人"
12,"数据分析师","CloudIn","北京·朝阳区","“五险一金,福利好,地铁周边,试用全薪”","大数据 数据分析 可视化","20","40","30","经验3-5年","本科","移动互联网,数据服务","A轮","50-150人"
13,"数据分析工程师","极验","武汉·东湖新…","“有挑战性,技术先驱,大牛队友”","大数据 数据挖掘 数据分析","12","18","15","经验应届毕业生","本科","信息安全,数据服务","B轮","50-150人"
14,"数据分析师-教育方向","迷你玩","深圳·前海","“领导好，年终奖，下午茶，扁平化管理”","教育 数据分析","10","20","15","经验3-5年","本科","游戏","B轮","150-500人"
15,"数据分析师","好慷在家","厦门·集美区","“工资很美丽，公司制度完善，福利丰厚”","电商 大数据","8","13","10.5","经验1-3年","本科","消费生活","C轮","2000人以上"
16,"1211BL-数据分析岗","平安金服","合肥·包河区","“五险一金,绩效奖金,年终分红,带薪年假”","金融 大数据","6","8","7","经验1-3年","本科","金融","上市公司","2000人以上"
17,"数据分析师","Opera","北京·东城区","“弹性工作”","广告营销 可视化 商业 增长黑客","15","30","22.5","经验3-5年","本科","移动互联网","上市公司","500-2000人"
18,"数据分析师","掌阅","北京·朝阳区","“千万级用户,高并发系统,专业一带一”","移动互联网","20","25","22.5","经验3-5年","本科","文娱丨内容","上市公司","500-2000人"
19,"数据分析师（产品）","陌陌","北京·望京","“核心团队”","数据分析","18","35","26.5","经验1-3年","本科","社交","上市公司","500-2000人"
20,"数据分析师","多快好省","厦门·思明区","“弹性上班，周末双休，五险一金 免费午晚餐”","互联网金融 数据分析 数据库","8","16","12","经验1-3年","本科","金融","不需要融资","50-150人"
21,"数据分析师（校招&实习）","映客","北京·望京","“薪酬福利”","数据分析","3","6","4.5","经验应届毕业生","本科","文娱丨内容","上市公司","500-2000人"
22,"数据分析师","深圳白骑士大数据有限公司","深圳·南山区","“平台大,创新型,有挑战”","SPSS 数据库 SQL","8","15","11.5","经验1-3年","本科","企业服务,金融","A轮","50-150人"
23,"数据分析工程师","洋钱罐","北京·朝阳区","“十四薪；午餐晚餐；六险一金；地铁周边；”","数据分析","15","30","22.5","经验1-3年","本科","移动互联网,金融","不需要融资","150-500人"
24,"数据分析师（2020珍爱秋季校园招聘）","珍爱网","深圳·南山区","“工作环境佳,平台大,周末双休”","数据分析","15","25","20","经验应届毕业生","本科","社交,消费生活","不需要融资","2000人以上"
25,"数据分析","百事通","广州·桂花岗","“专业培训 定期体检 带薪年假 绩效奖金”","大数据","7","8","7.5","经验1年以下","本科","移动互联网","上市公司","500-2000人"
26,"数据分析师","萨摩耶金服","上海·浦东新…","“精英团队,弹性工作,工作氛围好”","互联网金融 数据分析","10","20","15","经验1-3年","本科","金融","C轮","150-500人"
27,"数据分析专员","懒人听书","深圳·大冲","“工作氛围好,成长空间大”","移动互联网 数据分析","8","10","9","经验1-3年","本科","移动互联网","C轮","150-500人"
28,"资深数据分析","亲宝宝","杭州·西湖区","“B轮机会,年底多薪,免费体检,扁平管理”","大数据 数据挖掘 数据分析","15","25","20","经验3-5年","本科","社交","C轮","150-500人"
29,"高级数据分析师","鱼泡泡","上海·虹梅路","“五险一金,弹性工作,团队氛围好,带薪年假”","移动互联网 MySQL 数据分析","15","25","20","经验3-5年","本科","社交","B轮","150-500人"
30,"数据分析专家","车好多集团","北京·朝阳区","“全链条、贴业务”","新零售 电商 数据运营 数据分析 商业 SQL","23","32","27.5","经验5-10年","本科","消费生活","D轮及以上","2000人以上"
31,"数据分析师（反作弊策略/市场投放分析）","陌陌","北京·望京","“核心团队”","数据分析","18","35","26.5","经验3-5年","本科","社交","上市公司","500-2000人"
32,"高级数据分析师","拉勾网","北京·苏州街","“经营分析,数据分析,市场分析,行业调研”","大数据 商业 数据分析","20","40","30","经验5-10年","本科","企业服务","D轮及以上","500-2000人"
33,"数据分析总监","深圳白骑士大数据有限公司","深圳·科技园","“平台好,创新型,发展迅速,股权期权”","金融 算法 数据挖掘 数据分析","38","65","51.5","经验5-10年","硕士","企业服务,金融","A轮","50-150人"
34,"初中级数据分析","趣头条","上海·张江","“上升空间大，弹性工作，技术驱动”","电商 MySQL","12","22","17","经验1-3年","本科","文娱丨内容","上市公司","500-2000人"
35,"数据分析实习生","映客","北京·望京","“薪酬福利”","Hive MySQL","3","6","4.5","经验应届毕业生","硕士","文娱丨内容","上市公司","500-2000人"
36,"数据分析经理","美菜网","北京·朝阳区","“发展前景、双休、五险一金”","数据分析","15","25","20","经验1-3年","本科","电商","D轮及以上","2000人以上"
37,"数据分析经理","多点Dmall","北京·中关村","“商业补充医疗，弹性工作，年度体检”","电商 新零售 数据分析 效果跟踪","21","29","25","经验3-5年","本科","电商,消费生活","C轮","500-2000人"
38,"高级数据分析师(J12211)","安居客","北京·大山子","“上市公司、六险一金、商业广告、核心团队”","分类信息 商业 BI 数据分析","20","40","30","经验3-5年","本科","移动互联网","上市公司","500-2000人"
39,"高级数据分析师","省省回头车","广州·天河区","“年底13-15薪 弹性上班”","数据挖掘 数据架构 数据分析","15","25","20","经验3-5年","本科","消费生活","A轮","50-150人"
40,"数据分析开发工程师","CloudIn","北京·朝阳区","“五险一金，工作氛围好，定期下午水果，餐补”","数据分析 可视化 SQL","15","30","22.5","经验3-5年","本科","移动互联网,数据服务","A轮","50-150人"
41,"数据分析咨询师","Gridsum 国双","北京·学院路","“年底奖金 独栋办公楼 福利多多”","云计算 大数据","10","15","12.5","经验3-5年","本科","数据服务,企业服务","上市公司","500-2000人"
42,"数据分析师","盘石网盟","杭州·拱墅区","“三餐免费吃”","广告营销 SPSS SQL 数据运营","6","8","7","经验1-3年","本科","移动互联网,广告营销","D轮及以上","500-2000人"
43,"数据分析师","Deep Lens Fund","深圳·科技园","“前景广阔，大数据, 人工智能, 股权激励”","大数据 金融 风险分析 风险管理 资产管理 风控","15","30","22.5","经验1-3年","本科","金融,数据服务","未融资","少于15人"
44,"社交数据分析师","HOLLA Group","北京·朝阳门","“业务全球化,成长空间大,公司氛围好”","社交 移动互联网 数据分析","8","14","11","经验1-3年","本科","移动互联网,社交","A轮","50-150人"
45,"商业数据分析师","超级猩猩健身","深圳·华侨城","“颜值高团队,扁平化管理,老板好,员工福利”","新零售 电商 商业 BI 可视化 SQL","15","25","20","经验3-5年","不限","移动互联网","D轮及以上","150-500人"
46,"数据分析工程师","陌陌","北京·望京","“广阔的发展空间，有竞争力的薪资”","大数据 数据分析","15","30","22.5","经验1-3年","本科","社交","上市公司","500-2000人"
47,"高级数据分析师","深圳白骑士大数据有限公司","深圳·南山区","“平台大,创新型,有挑战”","大数据 云计算 数据分析 数据库 BI SQL","15","30","22.5","经验3-5年","本科","企业服务,金融","A轮","50-150人"
48,"高级数据分析师／Leader","映客","北京·朝阳区","“快速发展 团队氛围好”","数据分析","25","35","30","经验5-10年","本科","文娱丨内容","上市公司","500-2000人"
49,"数据分析咨询师","Gridsum 国双","西安·雁塔区","“上市公司 六险一金”","数据分析","3","5","4","经验不限","本科","数据服务,企业服务","上市公司","500-2000人"
50,"数据分析师","Deep Lens Fund","深圳·科技园","“前景广阔，大数据, 人工智能, 股权激励”","金融 大数据 基金分析 证券分析 Fund of Funds 基金管理","15","30","22.5","经验1-3年","本科","金融,数据服务","未融资","少于15人"
51,"商业数据分析","拉勾网","北京·中关村","“成长空间，六险一金，公司食堂”","移动互联网 数据分析 行业分析","6","10","8","经验1-3年","本科","企业服务","D轮及以上","500-2000人"
52,"数据分析师（BI方向）10-01-21","大搜车","杭州·余杭区","“五险一金入职即缴、；午餐补贴”","ETL","13","25","19","经验3-5年","不限","汽车丨出行","D轮及以上","2000人以上"
53,"数据分析师 (2020校招)","新东方在线","北京·中关村","“平台大、成长快”","数据挖掘 数据分析","15","25","20","经验应届毕业生","本科","移动互联网,教育","不需要融资","500-2000人"
54,"数据分析师","罗辑思维","北京·大望路","“六险一金 年度体检 企业医生 弹性工作”","数据分析 数据运营 可视化","30","50","40","经验5-10年","本科","移动互联网,文娱丨内容","D轮及以上","150-500人"
55,"数据分析师","奇礼居","北京·上地","“年底双薪，临近地铁”","电商 体育 后端 Laravel 服务器端 Phalcon","6","8","7","经验应届毕业生","博士","消费生活","不需要融资","50-150人"
56,"数据分析专员","小蝌蚪","广州·同德","“社保 绩效奖金 弹性工作 股票期权”","数据分析 数据运营","5","8","6.5","经验1-3年","本科","电商,广告营销","未融资","150-500人"
57,"金融数据分析师","北京盛业恒泰投资有限公司","北京·朝外","“带薪年假,地铁周边,高薪职位,法定假日”","金融 数据分析","6","12","9","经验1-3年","大专","移动互联网,金融","不需要融资","150-500人"
58,"数据分析师","广州汇骏","广州·天河区","“国际金融 技术分析 实习生 双休”","互联网金融 投资/融资 行业研究 风控 分析师","6","8","7","经验应届毕业生","大专","金融","不需要融资","150-500人"
59,"数据分析专员","小极脉车","北京·朝阳区","“带薪年假、团队年轻、领导Nice、近地铁”","新零售 汽车 数据分析 数据运营","6","8","7","经验1-3年","本科","汽车丨出行","未融资","50-150人"
60,"数据分析主管","贝斯特教育","广州·海珠区","“五险一金、节日福利、生日礼金、员工聚餐”","教育 数据运营 数据分析 数据库","10","15","12.5","经验1-3年","本科","教育","不需要融资","150-500人"
61,"数据分析经理（商业）","陌陌","北京·望京","“发展空间大,福利好,团队氛围棒”","电商 广告营销 数据分析","15","30","22.5","经验3-5年","本科","社交","上市公司","500-2000人"
62,"数据分析负责人","映客","北京·朝阳区","“上市公司，岗位空间，团队氛围，六险一金”","直播 社交","50","65","57.5","经验5-10年","不限","文娱丨内容","上市公司","500-2000人"
63,"资深数据分析师03-06-153","大搜车","杭州·余杭区","“E轮融资,晋升空间大,扁平化管理”","SQL SPSS 数据分析 商业","15","25","20","经验3-5年","本科","汽车丨出行","D轮及以上","2000人以上"
64,"数据分析师","水滴公司","北京·望京","“年底双薪,股票期权,扁平管理,晋升快”","数据分析 MySQL Hive","15","25","20","经验3-5年","本科","移动互联网,医疗丨健康","C轮","2000人以上"
65,"高级数据分析师","木屋烧烤","深圳·南山区","“父母补贴、节日礼品”","大数据 运营","8","11","9.5","经验3-5年","本科","消费生活","不需要融资","2000人以上"
66,"数据分析师","新东方","北京·海淀区","“运营分析、深入业务”","教育 BI SQL 数据分析","10","15","12.5","经验1-3年","本科","教育","上市公司","2000人以上"
67,"高级数据分析师","工行畅通车友会","北京·望京","“有垄断资源,天使2千万,管理岗”","数据分析","25","40","32.5","经验3-5年","本科","消费生活,移动互联网","不需要融资","150-500人"
68,"数据分析专员","KK馆","深圳·大冲","“周末双休；五险一金；环境氛围好；”","数据分析 数据库","6","8","7","经验不限","本科","电商,消费生活","C轮","150-500人"
69,"数据分析","汇付","上海·虹梅路","“上市公司 合规风控 精英团队”","SQL","10","20","15","经验3-5年","本科","移动互联网,金融","上市公司","500-2000人"
70,"数据分析师（金融）","车好多集团","北京·朝阳区","“领导好,股票期权,奖金多,靠谱CEO”","商业 可视化 数据分析","20","40","30","经验3-5年","本科","消费生活","D轮及以上","2000人以上"
71,"数据分析师","还呗-智能信贷领先者","上海·张江","“移动金融,未来金矿,精英团队,助力成长”","数据分析","15","30","22.5","经验3-5年","本科","金融","B轮","500-2000人"
72,"25210V-数据分析师","陆金所","上海·陆家嘴","“五险一金,节日福利,带薪年假,定期体检”","数据分析 数据挖掘","13","26","19.5","经验3-5年","本科","金融","B轮","2000人以上"
73,"数据分析师（数据中心）","收钱吧","上海·普陀区","“平台大，福利好，牛人多，晋升机会”","数据分析 数据处理 SQLServer","15","25","20","经验1-3年","本科","移动互联网","C轮","500-2000人"
74,"数据分析师","淘乐网络","深圳·科技园","“五险一金 营养三餐 晋升空间 核心项目”","游戏 数据分析 数据运营","10","18","14","经验1-3年","本科","游戏","不需要融资","150-500人"
75,"数据分析师","小步网络","深圳·西乡","“高薪酬股票期权热门海外业务氛围好牛人多”","移动互联网 数据分析 BI 数据运营","20","40","30","经验3-5年","本科","移动互联网","B轮","150-500人"
76,"高级数据分析师","水滴公司","北京·望京","“14薪,五险一金,晋升快,扁平管理”","数据分析 数据运营 SQL BI","20","35","27.5","经验5-10年","本科","移动互联网,医疗丨健康","C轮","2000人以上"
77,"数据分析师（数据策略方向）","车好多集团","北京·朝阳区","“股票期权,独角兽,领导好,团队好”","电商 汽车 商业 SQL SPSS 数据分析","15","30","22.5","经验3-5年","本科","消费生活","D轮及以上","2000人以上"
78,"数据分析师（产品方向）","经传多赢","广州·市桥","“前途一片光明”","产品设计 需求分析 数据分析","8","13","10.5","经验1-3年","本科","金融","不需要融资","2000人以上"
79,"数据分析（互联网运营中心）","中移在线服务有限公司","郑州·高新区","“领导好,扁平化,福利多,空间大”","教育 数据挖掘 数据分析","12","24","18","经验3-5年","本科","移动互联网","不需要融资","2000人以上"
80,"数据分析","细刻科技","广州·天河区","“双休，五险一金，餐补，生日会，加班补贴”","电商 数据运营 数据库","4","8","6","经验1-3年","本科","移动互联网,电商","A轮","500-2000人"
81,"数据分析师","wlaike","广州·五山","“牛人多 交通补贴 餐补 绩效奖 海外旅游”","数据分析 SQL","20","40","30","经验1-3年","本科","移动互联网,企业服务","B轮","150-500人"
82,"数据分析","霖梓控股","杭州·滨江区","“双休,节假日福利,弹性工作,五险一金”","电商 金融","9","18","13.5","经验1-3年","本科","移动互联网,金融","B轮","150-500人"
83,"数据分析师","数美","北京·望京","“大牛如云,技术氛围,大佬领投,七险一金”","大数据 数据挖掘 数据分析","15","25","20","经验1-3年","本科","企业服务,数据服务","B轮","150-500人"
84,"数据分析","拉勾猎头","深圳·科技园","“稳定”","一手内推信息 猎头专业服务 名企保面试 精准高效对接","15","20","17.5","经验3-5年","本科","移动互联网,企业服务","D轮及以上","500-2000人"
85,"数据分析师","AI考拉","广州·海珠区","“五险一金 周末双休 年度旅游 丰盛下午茶”","数据分析 BI","6","12","9","经验1-3年","本科","金融","A轮","50-150人"
86,"数据分析师","洋钱罐","北京·团结湖","“科技驱动 年度旅游 弹性工作 福利充足”","商业 数据分析 SPSS SQL","15","25","20","经验1-3年","本科","移动互联网,金融","不需要融资","150-500人"
87,"数据分析师","作文纸条","广州·海珠区","“顶级风投、爆发式增长、周末双休、六险一金”","移动互联网 教育 数据分析 增长黑客 数据运营 可视化","8","15","11.5","经验1-3年","本科","移动互联网,教育","A轮","50-150人"
88,"数据分析师","天天拍车","上海·七宝","“汽车行业独角兽 多元化产品模式”","可视化 SQL","10","15","12.5","经验3-5年","本科","移动互联网,电商","D轮及以上","2000人以上"
89,"数据分析师","北京华悦数金","北京·小关","“五险一金,周末双休,绩效奖金,午餐补贴”","大数据 数据分析","10","20","15","经验不限","不限","移动互联网,金融","不需要融资","2000人以上"
90,"数据分析师","微众税银","深圳·南山区","“发展空间,公司福利好”","大数据 数据分析","10","18","14","经验不限","硕士","金融,数据服务","D轮及以上","150-500人"
91,"数据分析经理","水滴公司","北京·望京","“发展前景优”","数据分析","15","30","22.5","经验3-5年","本科","移动互联网,医疗丨健康","C轮","2000人以上"
92,"数据分析师","数美","北京·望京","“大牛如云,飞速发展,海量数据,海量数据”","大数据 数据挖掘","20","35","27.5","经验1-3年","本科","企业服务,数据服务","B轮","150-500人"
93,"数据分析师","霖梓控股","杭州·西兴","“双休 团队融洽 帅哥美女”","移动互联网 数据分析","15","25","20","经验3-5年","本科","移动互联网,金融","B轮","150-500人"
94,"数据分析师","CareerFrog职业蛙","上海·五角场","“奶思队友,毫无节操,疯狂凯瑞,别忘了高薪”","可视化 数据库","8","12","10","经验1-3年","本科","教育","B轮","150-500人"
95,"数据分析师","玖富数科集团","北京·望京","“成长空间大，五险一金”","SQL 数据分析","10","20","15","经验1-3年","本科","金融","D轮及以上","2000人以上"
96,"数据分析师","省省回头车","广州·天河区","“年底13-15薪 弹性上班”","BI 数据分析 数据运营 数据库","8","15","11.5","经验1-3年","本科","消费生活","A轮","50-150人"
97,"数据分析","联蔚科技","南京·长乐路","“六险一金”","电商 SPSS SQL","10","16","13","经验1-3年","本科","移动互联网,电商","未融资","500-2000人"
98,"数据分析师（数据处理方向）","凡普金科","北京·东城区","“发展空间大”","数据分析 MySQL SQLServer","15","25","20","经验3-5年","本科","金融","不需要融资","2000人以上"
99,"数据分析师","玩吧","北京·东城区","“七险一金,免费午餐,弹性不打卡,季度旅游”","数据分析 SPSS SQL","15","25","20","经验3-5年","本科","社交","B轮","150-500人"
100,"数据分析师","苹果树","上海·徐汇区","“老板nice，发展空间大，五险一金”","金融 SQL 数据库","15","30","22.5","经验不限","本科","金融,数据服务","A轮","150-500人"
101,"数据分析师","E-jade","长沙·天心区","“年轻化,扁平化管理,海外交流,弹性工作”","游戏 移动互联网 数据分析 数据运营","8","15","11.5","经验1-3年","不限","移动互联网,游戏","不需要融资","150-500人"
102,"数据分析师","波场TRON","北京·海淀区","“晋升明确 五险一金 晚餐房补 氛围好”","社交 移动互联网 数据分析 策略 用户研究","10","15","12.5","经验1-3年","本科","移动互联网,金融","不需要融资","150-500人"
103,"数据分析师（渠道/流量分析）","省钱快报","北京·雍和宫","“成长空间、技能提升、免费三餐”","电商 SQL 数据分析","20","40","30","经验3-5年","本科","移动互联网,电商","C轮","150-500人"
104,"数据分析师","极光","深圳·南山区","“上市公司、技术氛围好、弹性工作制”","云计算 大数据 SPSS 数据运营 数据分析","8","15","11.5","经验1-3年","本科","企业服务","上市公司","500-2000人"
105,"数据分析","微盟","上海·吴淞","“上市公司 成长空间大”","电商 企业服务 可视化 SQL 数据运营","10","20","15","经验3-5年","本科","企业服务","上市公司","2000人以上"
106,"数据分析师","玖富数科集团","北京·望京","“成长空间大，五险一金”","SQL SPSS","15","30","22.5","经验3-5年","本科","金融","D轮及以上","2000人以上"
107,"数据分析师","永辉云创科技有限公司","上海·虹梅路","“待遇优、空间大、平台好”","新零售","19","28","23.5","经验3-5年","本科","电商,消费生活","D轮及以上","2000人以上"
108,"数据分析师","信用算力","上海·五角场","“晋升快，福利好，美女多”","风控","15","30","22.5","经验1-3年","本科","移动互联网,金融","B轮","150-500人"
109,"数据分析师","淘粉吧","杭州·西湖区","“福利多多 ， 优秀团队”","电商 BI 数据分析 SQL","10","15","12.5","经验3-5年","本科","移动互联网,电商","上市公司","150-500人"
110,"数据分析","阿卡索外教网","深圳·国贸","“五险一金,员工旅游,健身俱乐部,带薪年假”","移动互联网 教育 BI SQL","15","20","17.5","经验1-3年","本科","教育,移动互联网","C轮","2000人以上"
111,"数据分析师（SB0902）","蜜獾信息","长沙·岳麓区","“五险一金,超长带薪期,周末双休,年终奖金”","数据分析 SQLServer","8","10","9","经验1-3年","本科","移动互联网","不需要融资","150-500人"
112,"数据分析师","美利金融","深圳·大冲","“绩效奖金 周末双休 带薪年假多”","数据运营 数据分析 SQL","15","25","20","经验5-10年","本科","金融","B轮","2000人以上"
113,"数据分析师（融资）","有利网","北京·亮马桥","“五险一金、带薪年假、晋升空间、大平台”","金融 SQL 数据库 数据分析 数据运营","8","13","10.5","经验1-3年","本科","金融","不需要融资","2000人以上"
114,"数据分析师","晶赞科技Zamplus","上海·闸北区","“弹性工作、绩效奖金、出国旅游、扁平化管理”","数据分析","10","20","15","经验3-5年","硕士","数据服务,文娱丨内容","D轮及以上","150-500人"
115,"数据分析师","天壤智能","上海·龙华","“AI,人工智能,大数据”","数据分析 SQL","15","30","22.5","经验3-5年","本科","移动互联网,企业服务","A轮","50-150人"
116,"数据分析师（风控）","淘集集","上海·静安区","“扁平化管理,平台大,奖金多,15薪”","电商 数据挖掘 数据分析 数据处理 MySQL","20","40","30","经验5-10年","本科","电商","B轮","500-2000人"
117,"数据分析","BLUE","深圳·科技园","“期权，东南亚市场，国际舞台”","ETL 数据处理","15","25","20","经验3-5年","本科","消费生活,移动互联网","C轮","500-2000人"
118,"数据分析师","茉莉传媒","广州·广卫","“行业大咖,阿里巴巴,新媒体广告”","电商 数据分析","8","15","11.5","经验1-3年","本科","广告营销","不需要融资","150-500人"
119,"SPBU-数据分析师","酷狗音乐","广州·棠下","“大平台,下午茶福利,五险一金,餐补”","移动互联网 数据分析","20","35","27.5","经验3-5年","本科","文娱丨内容","上市公司","500-2000人"
120,"数据分析师","雷炎科技 MOTI","深圳·西乡","“年终奖+发展空间大”","数据分析","8","15","11.5","经验1-3年","本科","电商","天使轮","50-150人"
121,"数据分析师","平安金服","上海·浦东新…","“福利好,技术牛人多,奖金多,平台好”","数据分析 数据运营","30","60","45","经验5-10年","本科","金融","上市公司","2000人以上"
122,"数据分析师(J10380)","伴鱼口语","北京·海淀区","“餐补房补，发展空间大，大牛多”","教育 移动互联网 数据分析 用户增长","15","30","22.5","经验3-5年","本科","移动互联网","C轮","500-2000人"
123,"数据分析师","闪银奇异","北京·团结湖","“免费午餐 发展空间大 团队氛围好”","互联网金融 数据分析 SQL","20","30","25","经验3-5年","本科","移动互联网,金融","D轮及以上","500-2000人"
124,"数据分析师","简书","上海·徐汇区","“大牛团队，自由度高，弹性工作，福利多多”","社交 移动互联网 可视化 数据分析 SQL BI","8","12","10","经验1年以下","本科","移动互联网,文娱丨内容","B轮","50-150人"
125,"数据分析","婚礼纪","杭州·西湖区","“六险一金、年终奖、发展空间大”","MySQL","10","15","12.5","经验1-3年","本科","消费生活","D轮及以上","500-2000人"
126,"数据分析师","霖梓控股","杭州·西兴","“入职交五险一金。晋升空间大”","大数据 数据分析","15","25","20","经验3-5年","本科","移动互联网,金融","B轮","150-500人"
127,"数据分析师","OPPO","深圳·南山区","“年终配股，高年终，海外旅游”","大数据 移动互联网 数据库 BI 数据分析 数据运营","20","40","30","经验5-10年","本科","硬件","不需要融资","2000人以上"
128,"数据分析师","安硕信息（amarsoft）","深圳·人民南","“需求分析 信贷 金融”","金融","8","16","12","经验1-3年","本科","金融","上市公司","2000人以上"
129,"数据分析师","动动","北京·团结湖","“弹性工作,出海产品,挑战大,海量数据”","商业 SQL 数据分析","15","25","20","经验3-5年","本科","移动互联网,医疗丨健康","B轮","50-150人"
130,"数据分析师","阿卡索外教网","深圳·国贸","“五险一金,周末双休,健身俱乐部,带薪年假”","教育 移动互联网 SQL SPSS","18","30","24","经验3-5年","本科","教育,移动互联网","C轮","2000人以上"
131,"数据分析师","派拉软件","上海·张江","“年终奖高，晋升空间大，扁平化管理”","信息安全 数据分析 数据库 SQL","25","40","32.5","经验3-5年","硕士","数据服务","上市公司","150-500人"
132,"数据分析师","爱数智慧","北京·西直门","“人工智能,加班补助,补充医疗,五险一金”","大数据 BI 商业 数据分析 数据运营","10","16","13","经验不限","本科","人工智能","A轮","50-150人"
133,"大数据分析师","算话智能科技有限公司","上海·中山公…","“优秀团队、绩效奖金、福利津贴、定期体检”","大数据 数据分析","9","18","13.5","经验1-3年","本科","数据服务,移动互联网","B轮","50-150人"
134,"数据分析师","海致","深圳·后海","“金融大数据 独角兽 有期权”","银行 数据分析 BI 数据库","15","25","20","经验3-5年","本科","移动互联网,企业服务","C轮","150-500人"
135,"数据分析师","德方智链","深圳·皇岗","“福利待遇高，老板好，技术牛人多，发展好”","大数据 互联网金融","18","25","21.5","经验5-10年","本科","移动互联网,金融","不需要融资","15-50人"
136,"数据分析师（商业分析团队）","闪银奇异","北京·团结湖","“七险一金，免费自助餐，健身房，大咖云集”","数据分析 SQL","10","15","12.5","经验1-3年","本科","移动互联网,金融","D轮及以上","500-2000人"
137,"数据分析师","霖梓控股","杭州·滨江区","“福利多多,弹性工作,晋升发展,五险一金”","数据分析 SQL","10","15","12.5","经验3-5年","本科","移动互联网,金融","B轮","150-500人"
138,"数据分析师（BI）","达摩网络","杭州·西湖区","“数据分析师 发展空间大”","数据分析 BI","10","20","15","经验1-3年","本科","企业服务,消费生活","A轮","50-150人"
139,"数据分析","每日优鲜","北京·来广营","“六险一金，16薪，扁平化管理”","电商 SQL","15","30","22.5","经验1-3年","本科","移动互联网,电商","D轮及以上","2000人以上"
140,"数据分析师","下厨房","北京·海淀区","“带薪年假多,免费午餐,弹性时间”","移动互联网 增长黑客 数据分析 商业","14","20","17","经验1-3年","本科","移动互联网","B轮","50-150人"
141,"数据分析师","立星网络","深圳·大冲","“弹性工作、五险一金、领导Nice”","直播 视频 BI 数据分析 数据库","15","25","20","经验3-5年","本科","电商,文娱丨内容","不需要融资","15-50人"
142,"大数据分析师","成都聚思力信息技术有限公司","成都·华阳","“五险一金,9天年假起,旅游补贴,医疗报销”","数据分析","15","25","20","经验1-3年","本科","移动互联网,电商","上市公司","500-2000人"
143,"数据分析师","CMGE中手游","北京·望京","“公司平台大,福利待遇好,发展空间广,团队氛围棒”","游戏 数据分析","6","12","9","经验1-3年","本科","移动互联网,游戏","上市公司","500-2000人"
144,"数据分析师","悦跑圈","广州·元岗","“周末双休 工作氛围好 六险一金”","数据分析 数据库 SQL","8","15","11.5","经验1-3年","本科","移动互联网","C轮","150-500人"
145,"数据分析师","胄天科技","杭州·滨江区","“只有你想不到，没有我们做不到！”","大数据 通信/网络设备 数据挖掘 数据分析 数据处理","10","20","15","经验3-5年","本科","信息安全,数据服务","上市公司","50-150人"
146,"数据分析","信用管家","杭州·西溪","“餐补,双休,五险一金”","SQL SPSS","12","17","14.5","经验3-5年","本科","移动互联网,金融","不需要融资","150-500人"
147,"数据分析师","驰骛科技ChiefClouds","上海·虹梅路","“年度体检免费晚餐补充商保10天带薪年假”","电商 新零售 BI SQL 数据库 数据分析","15","30","22.5","经验3-5年","本科","数据服务,移动互联网","A轮","50-150人"
148,"数据分析师","盛天网络","武汉·东湖新…","“福利好 发展快”","数据分析 数据运营","10","15","12.5","经验5-10年","本科","游戏,文娱丨内容","上市公司","500-2000人"
149,"数据分析师","掌阅","北京·朝阳区","“上市公司，六险一金，工作氛围好”","移动互联网","15","25","20","经验3-5年","本科","文娱丨内容","上市公司","500-2000人"
